mtprotosender.py:228 #INFO     [2026-01-29 13:35:28,986] - telethon.network.mtprotosender - 0| Connecting to 149.154.171.5:443/TcpFull...
mtprotosender.py:279 #INFO     [2026-01-29 13:35:29,167] - telethon.network.mtprotosender - 0| Connection to 149.154.171.5:443/TcpFull complete!
utils.py:63 #INFO     [2026-01-29 13:35:30,537] - root - 0| Client has been connected!
utils.py:63 #INFO     [2026-01-29 13:35:30,538] - root - 0| Redis has been initialized!
utils.py:63 #INFO     [2026-01-29 13:35:30,538] - root - 0| Prepare to load data in redis...
utils.py:63 #INFO     [2026-01-29 13:35:30,539] - root - 0| Loading messages data from small groups...
utils.py:63 #INFO     [2026-01-29 13:35:32,996] - root - 0| Data from small groups has been loaded!
utils.py:63 #INFO     [2026-01-29 13:35:32,999] - root - 0| Event handlers has been registered!
utils.py:63 #INFO     [2026-01-29 13:35:32,999] - root - 0| Queue worker has been started!
utils.py:63 #INFO     [2026-01-29 13:35:32,999] - root - 0| Kafka listener has been started!
subscription_state.py:110 #INFO     [2026-01-29 13:35:33,000] - aiokafka.consumer.subscription_state - 0| Updating subscribed topics to: frozenset({'messages'})
group_coordinator.py:594 #INFO     [2026-01-29 13:35:33,037] - aiokafka.consumer.group_coordinator - 0| Discovered coordinator 1 for group demo-group
group_coordinator.py:415 #INFO     [2026-01-29 13:35:33,037] - aiokafka.consumer.group_coordinator - 0| Revoking previously assigned partitions set() for group demo-group
group_coordinator.py:1281 #INFO     [2026-01-29 13:35:33,038] - aiokafka.consumer.group_coordinator - 0| (Re-)joining group demo-group
events_catcher.py:32 #INFO     [2026-01-29 13:35:35,810] - root - 0| New event: NewMessage
group_coordinator.py:1360 #INFO     [2026-01-29 13:35:35,813] - aiokafka.consumer.group_coordinator - 0| Joined group 'demo-group' (generation 41) with member_id aiokafka-0.12.0-84c3faa5-d864-4dad-8008-25a3c13e546a
group_coordinator.py:1368 #INFO     [2026-01-29 13:35:35,813] - aiokafka.consumer.group_coordinator - 0| Elected group leader -- performing partition assignments using roundrobin
group_coordinator.py:1519 #INFO     [2026-01-29 13:35:35,824] - aiokafka.consumer.group_coordinator - 0| Successfully synced group demo-group with generation 41
group_coordinator.py:506 #INFO     [2026-01-29 13:35:35,825] - aiokafka.consumer.group_coordinator - 0| Setting newly assigned partitions {TopicPartition(topic='messages', partition=0)} for group demo-group
utils.py:63 #INFO     [2026-01-29 13:35:36,280] - root - 0| Event: Message Created
Request | 200 | https://tenerife.chat/chat/webhook/telegram/create 
<pre>{
  "type": "message_created",
  "chat_id": -1003645046857,
  "message_id": 66,
  "text": "lkj",
  "message_type": 1,
  "topic_id": null,
  "sender": {
    "id": 1643710214,
    "first_name": "san1rope",
    "username": "san1rope",
    "language_code": null
  },
  "chat_info": {
    "title": "фывфыв",
    "username": null,
    "type": "supergroup",
    "is_forum": false,
    "member_count": 3
  },
  "timestamp": "2026-01-29T11:35:30Z",
  "media": null
}</pre>
group_coordinator.py:1136 #ERROR    [2026-01-29 14:03:03,323] - aiokafka.consumer.group_coordinator - 0| OffsetCommit failed for group demo-group on partition TopicPartition(topic='messages', partition=0) with offset OffsetAndMetadata(offset=0, metadata=''): UnknownError
group_coordinator.py:970 #WARNING  [2026-01-29 14:03:03,323] - aiokafka.consumer.group_coordinator - 0| Auto offset commit failed: [Error -1] UnknownError
group_coordinator.py:1107 #INFO     [2026-01-29 14:03:03,333] - aiokafka.consumer.group_coordinator - 0| OffsetCommit failed for group demo-group due to a coordinator error (NotCoordinatorForGroupError), will find new coordinator and retry
group_coordinator.py:531 #WARNING  [2026-01-29 14:03:03,333] - aiokafka.consumer.group_coordinator - 0| Marking the coordinator dead (node 1)for group demo-group.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:06,184] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:06,281] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:06,408] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:06,504] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:06,616] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:06,712] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:06,822] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:06,934] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:07,046] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:07,142] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:07,238] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:07,349] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:07,461] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:07,573] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:07,668] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:07,779] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
group_coordinator.py:822 #ERROR    [2026-01-29 14:03:07,875] - aiokafka.consumer.group_coordinator - 0| Heartbeat send request failed: [Error 15] GroupCoordinatorNotAvailableError. Will retry.
